igbo_word,english_translation,pronunciation_guide
hùgharị,"flow; float; drift to and fro, of a kite hovering in the sky",https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/640c0eae7ababd22bf23412c.mp3
bà m̀bà,rape; to forcefully have sex with a woman;,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/60883ad33999aa6991a58153.mp3
tolite,"increase in growth in relation to a former level, especially living things; grow substantially",https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/6308ed113d4bb4fc66027e04.mp3
warawara,"narrowness; the fact of measuring a short distance from one side to the other, especially in relation to length",https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/62f26b6ac772680367e17507.mp3
agbịsị̀,plectrotena; tiny black ants with a very painful bite,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5f90c35e49f7e863e92b6ea0.mp3
ntụchi,the act of locking something with a key or bolt; locking,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5f90c35e49f7e863e92b756f.webm
kpụcha,"to smooth, plane, shave or scrape a surface",https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/63bf725e545e41732f6b17f8.mp3
tọ̄hē,untie to open (sometimes used for a parcel without knots),https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5f90c35f49f7e863e92b8ad6.webm
òsòchiègbu,"an agent of misfortune, especially a person; nemesis",https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/630c05a08fa98229f0faad86.mp3
pị arūsị̄,"carve, shape image an to represent a god or deity",https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/6363e01c0e52438288023a22.mp3
kọ̀ ugbo,farm (especially crops); cultivate a farmland,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5f90c35f49f7e863e92b7c73.webm
ụ̀sọọkụ̄,fireplace; indoor location to host a fire,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/6388ea8790546177cadbb4c7.mp3
ìkeǹgà,"personification of the strength of a man’s right hand, symbolizing success; image representing Ìkeǹgà personal to a man and split at his funeral",https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/644e610ddc1199eb0537eecc.mp3
yi ǹtọ̀ǹtọrị̄,"tickle; prod or touch some part of a person's body, lightly, such that it causes the person to laugh",https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/640df2a0209dc245454d7e28.mp3
na ụ̀tụ,to collect tax or dues; to collect a form of payment,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/644e13b1bbeceb43a472a68b.mp3
àkwàmmīrī,"bridge; an elevated structure above a water body, used for crossing it",https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5f90c35e49f7e863e92b7035.webm
àpìrìko,getting money from somebody through a dishonest means; dishonest dealing with in business which makes more money; racketeering,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/63ca5ab71c4c6c0d7eb40730.mp3
Ifeọma,"good thing; something good; name of a person, especially female",https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/63ccf566d8efa785592eff47.mp3
m̀bàzụ̀,long slim metal gardening tool with a tip best suited for digging narrow holes in the ground,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5f90c35f49f7e863e92b7fe3.webm
ọshà,percussion instrument designed like a closed basket with a flat bottom filled with small particles,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5f90c35f49f7e863e92b8a4f.webm
kụ̀,pluck; detach the leaf or flower of a plant from the plant,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/634e075aec8d6c0fec576f5e.mp3
ǹkakwụ̄,"shrew; musk shrew (Crocidura spp.), a small, sharp-nosed creature which feeds on insects and protects itself with an obnoxious smell",https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/633d9bfcb74592c795a0bce8.mp3
ntụghe,the act of unlocking something with a key; unlocking,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5f90c35e49f7e863e92b79a4.webm
adụ̀,air potato (Dioscorea bulbifera L.); a creeping plant with bulbils and edible tubers that look like oblong potatoes,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/6421a5d5526d67a21710a9c3.mp3
kwa,cough; expel air from the lungs with a sudden sharp sound,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5f90c35f49f7e863e92b7e19.webm
ògeè,listener; audience; someone granting a listening attention to someone or something,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/63cf552ae791f218ec2a4dee.mp3
umeàlà,modest; meek; simple; gentle; having a humble opinion of himself; the quality of being oneself or taking oneself less highly; humility,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/6352f6d1bd2dc7bab68b2b23.mp3
che ọjị,present kola nut; serve an edible to a visitor,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5f90c35e49f7e863e92b7316.webm
gwọ̀,scoop nonliquid materials present in a liquid; dredge;,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5f90c35e49f7e863e92b792f.webm
ụkpọrọ̄,"sound, especially subtle or breaking a silence",https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5f90c35f49f7e863e92b8c83.mp3
àkpàtìozū,the box or case in which the body of a dead person is placed for burial; casket; coffin,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5f90c35e49f7e863e92b6fd7.webm
ọ̀gbaàmà,whistleblower; someone who discloses a wrong doing,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5f90c35e49f7e863e92b70b0.webm
wu,"build; construct or erect, especially a building",https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/6308f0bd3d4bb4cca9027e57.mp3
ọnụzàamā,doorway leading to the street or into a compound; gate,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5f90c35e49f7e863e92b7476.mp3
mmerịta,"reciprocality [in Semantics] denoting a pronoun that refers back to itself, which the subject",https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/6352fe4ca3f26aa5ec28ce1c.mp3
gbọ (agbọ),boil; produce bubbles due to heat from a source,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/6425b020cd3c1bdd471829aa.mp3
nhùnyere,dedication [page in research writing]; a statement showing that something has been done in honour of a person or an entity,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/633d9628c70f70f037594f4d.mp3
gbaga,"expand; stretch to enlarge the gaps of a contracted or meshed material, especially a hard material like iron or wood",https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/64693834f9eb8468d4a78890.mp3
ǹzàròònwe,"not intended for an answer, especially a question; rhetorical",https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5f90c35f49f7e863e92b8c14.webm
ekpemekpe,religion; believing and worshipping of a supernatural being,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/63c20e466c3badaa84168227.mp3
me ọhụrụ̄,renew; renovate; restore or improve to a new and better condition,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/634e5cea451e5fc36ff9f228.mp3
okpō,"senseless person; foolish person; stupid person, a maroon",https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/640a5c7882ae4f95e7cdb9f0.mp3
tụ,"be in moderate or the right quantity in a mixture, eg. salt, pepper, sugar in food",https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/63631ac28698989090e9e20f.mp3
kpọ iyī,deliberately call somebody or something a names that portrays less of the person or thing; curse; abuse,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5f90c35e49f7e863e92b7b21.mp3
ọ̀kwọụ̄gbāàlà,driver; chauffeur; someone who operates a vehicle,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/634ea98fe484170152d815c5.mp3
ịbàanyaèdò,hepatitis; inflammation of the liver by a virus,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/634d2d5e2fa3352c4f304ee2.mp3
òjìụkwụàga,pedestrian; someone who travels or uses a road on foot,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/63cbcbdf6b3a8b7e343e4e66.mp3
ifurū,pollen grains; the seed-bearing part of a plant where pollination takes place,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5f90c35e49f7e863e92b79d1.webm
isiegō,capital; money required or used to begin a business,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/6411c95792cf1eb7928de889.mp3
ǹgàǹgà,an unpleasant behavior towards people as a result of feeling more important than others; arrogance,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5f90c35e49f7e863e92b7733.webm
ùdeakị̄,"palm kernel oil, especially when used as a lotion; oil extracted from dry palm fruit.",https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5f90c35e49f7e863e92b6fab.webm
nkìkere,shell; the hard protective outer case of a mollusc,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5f90c35f49f7e863e92b8281.mp3
kpụmì,"shift or move away, especially to create a gap or space",https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5f90c35f49f7e863e92b7dd7.webm
shịkọ̀,shrink; squeeze self in order to achieve a smaller size,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5f90c35f49f7e863e92b836f.webm
oo,an expression of agreement to comply with a command or request; I or we will,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5f90c35f49f7e863e92b887a.mp3
ùbe,cry; howl; the sound made by an animal or a device or a toy,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/62f6dece974f6b9c5a995e9b.mp3
àkpụraakpụ,sculpture; an object created from molding a material to a desired structure,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/6352b3b87bc66133b2959da5.mp3
isiiyī,the source from which something proceeds; a path of supply mostly spring of water; fountain,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/6397d066fb401d498c0f4be5.mp3
ọ̀kpụīsī,barber; someone who cuts people's hair for a living,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/644a69e3cf76c763be29dedc.mp3
kụji,"break something, especially in the form of a shaft or stick, by hitting it;",https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5f90c35f49f7e863e92b7cb6.webm
mmiriiyī,brook; creek;  natural stream smaller than a river,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/634fa3a89704de0d132db081.mp3
kpa(ta),effect; cause; make to happen; bring about a reaction,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5f90c35f49f7e863e92b7d07.mp3
mgbukpọ,genocide; racial extermination; killing of a race or cultural group,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/634f1bf0f19bae24d6c6a139.mp3
nsụpè,naming or writing the letters that make up a particular word; spelling,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/63b7bfeaa72ea820ecdc7cfe.mp3
tụ̀pù,"perforate, especially by pinching or using a tiny tip object",https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/632d103c89bb390495dccdcc.mp3
kewàpụ,secede; break away; withdraw formally from a group or organization,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/634e484e5c7a9b7ea516afec.mp3
tụ̀cha,to remove the outer covering or skin from (a fruit or vegetable); peel,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/644e85552c5a7a0766fae855.mp3
de,"write; mark letters, symbols, or numbers on a surface, especially using a pen or stick",https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5f90c35e49f7e863e92b740a.mp3
ngọpụ̀,denying or trying to explain yourself out of a difficult situation,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/6473d7687ba701f7cb636070.mp3
àkụ̀,"edible termite which usually comes out after a rainfall, eaten raw or fried",https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/6433d894112c064481edf669.mp3
ma mmà,"pierce, strike with sword, matchet; to throw a knife; stab",https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/63c52b33ec86b20eceb6e2d5.mp3
gbaghe,"undo the lock of (something), typically with a key; unlock",https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5f90c35e49f7e863e92b77dd.webm
fụ̀te,"wake someone up from sleep with the sound of a whistle, trumpet, or flute",https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/6484872dcc72d050d719041b.mp3
nkiri,"watching, looking, spectating [especially at a sporting event]",https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/6386b07d133e44836c4f2308.mp3
ụdà,bitter wood plant (Xylopia aethiopica (Dunal) A. Rich) with whose fruit has a strong aroma in comes in a small curled pod;,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5f90c35f49f7e863e92b8c05.webm
àtị̀kpà,diabolic element(s); medicine used to counter a poison or reaction; antidote;,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/630826b6b2b70484e06cc6fc.mp3
ntakwu,"soliloquy; speaking to oneself, especially in a low volume",https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5f90c35f49f7e863e92b8389.webm
mgbachi,"the act of locking something, especially with a key; locking",https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5f90c35f49f7e863e92b804d.webm
mgbaghe,"the act of opening something, especially with a key; unlocking with a key",https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5f90c35f49f7e863e92b83b7.webm
ichì,an organ that provides oxygen and nutrients to a baby in the uterus; placenta,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5f90c35e49f7e863e92b7333.mp3
dò anyā,clarify or make someone understand an issue or a concept;,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/6378feeda9ab9af777c01b11.mp3
òtim̄kpū,someone traditionally responsible for praising a prominent or revered person; someone who eulogizes another,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5f90c35f49f7e863e92b80a3.webm
èfùleèfù,"useless or irresponsible person, especially to a society or group;",https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5f90c35e49f7e863e92b7555.webm
kwụ ụgwọ,compensate; recompense; do or give something as a make up for discomfort or misfortune caused,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5f90c35f49f7e863e92b7eaf.mp3
dàjì,fall on top of something narrow and break it as a result,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5f90c35e49f7e863e92b73bd.mp3
uro,feeling of hatred towards someone that last for a long time; enmity,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/6311f788dba4ad692549abbc.mp3
azịrịza,moisture excreted from the pores of the skin as a reaction to heat; sweat,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/611955ecc06500286b552e47.mp3
ngwaọrụ̄,work tool(s); equipment; instrument(s) used for a particular work,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5f90c35e49f7e863e92b79b4.webm
aghọ(rị),an unpleasant smell like the one that comes from a dirty aquarium,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5f90c35e49f7e863e92b7471.webm
òsu,outcast; person dedicated as slave to service of a deity,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5f90c35f49f7e863e92b86b0.webm
àlụmdinànwunyè,the formal union of two partners in order to run a family; marriage,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/63c2bce5318fc14c9487b314.mp3
mkpùghe,Revelation; disclosure of something (especially by a divine means),https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/63719977969d21faa5c5795b.mp3
bịam̀bịam̀gbòchi,alliteration; the use of words that sound alike in a speech,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5f90c35e49f7e863e92b7261.mp3
iko,concubine; someone dating another person who is in a marriage;,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/6364442d9ce8ebb0ef5fb503.mp3
ùforoezē,diastema; space between the two upper front teeth; a gap teeth,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/63608962795d2ff2bd03406b.mp3
-ra,for or in favor of - used when the verb ends with 'a',https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5f90c35e49f7e863e92b7315.webm
ǹkọrọnrī,"ingredients, in their quantities, required to make a particular dish; recipe",https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/639cb793b1c8de218405baa6.mp3
ǹjèm,the action of going from one place to another over a distance; travel,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5f90c35e49f7e863e92b7b9d.mp3
beji,make weary or make to bend sharply by cutting; cut a stem (structure) into two,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/632c5ef99692994bc4f87012.mp3
ajụ̇,"cushion, especially used on the head before placing a load; headpad",https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5f90c35e49f7e863e92b6f0c.webm
kwụ,"be on the feet in an upright position, especially in a still manner; stand",https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/63160b6ce9adfd3e95809e68.mp3
bọ ntọ̀ọọ̄,pull down the lower eyelids and widening the eyes as a form of mockery to imply 'serves you right',https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5f90c35e49f7e863e92b727f.webm
lebàrà anya,review; look into; assess something in order to make a change if necessary; double-check something; to deliberate on something,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/628276fdc15621d1841c71e6.mp3
irọọkụ̄,flame; tongue of fire; the visible or glowing part of a burning gas from something that is on fire,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/63bdbba1b2f3de056fb71c70.mp3
kwàlite,promote; enhance; raise; to lift or move something to a higher level,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/635691b836d7c11969401a60.mp3
nwụ,"(especially animal or human) catch; grip; hold in such a way as to not give room for freedom (likely humiliating, especially for humans)",https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5f90c35f49f7e863e92b843e.webm
ọ̀rịrị,"crawling (insects and reptiles); the act of moving, on a surface, using the abdomen or limbs",https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/6356bbc8c4785239ff7b4b37.mp3
gwu ùdèlè,"disrespectfully blink the eyes, usually accompanied by a 'kịm' sound made in the mouth",https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/642cf2e6b3db2839cd87433c.mp3
ụ̀lụ,"second child, of the same gender as the first, born to a mother;",https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/63c5829027458850b1bddd89.mp3
mànye,"measure (scoop especially grains, powdered items) with a cup.",https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5f90c35f49f7e863e92b847f.mp3
gwọ̄,sit with legs folded in(humans); curl body together in a rest position(reptiles),https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5f90c35e49f7e863e92b792c.webm
ìjelè,big and highly decorated masquerade of the Igbo people; a graceful masquerade with a very large complex mask,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5f90c35e49f7e863e92b7b59.webm
ụlọ̄àhụikē,facility that provides medical and sanitary services to a specific group in a particular location ; health center,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/63cff973be8eea971764c5b2.mp3
opètè,"ginger lily, spiral ginger, or bush cane (Costus after); a type of grass plant with a green, slender, jointed, and fibrous stalk that tastes sour when eaten",https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/62e9154fd0543075dc82b7fc.mp3
ọ̀gbanjē,repeater; (from -gba nja) make several trips to and from a place; literally maker of several trips or recurrent trips; used for someone that acts strange,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/645409ada20eba3a4e28ff8a.mp3
kpọkù,"to call upon especially for help; to consult, especially a supernatural being",https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/6371a41b969d21f819c580a3.mp3
me ǹjèm̀,"travel; move from one location to another, especially of a long distance",https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/65342e14083d5e60fb2f202c.mp3
wụ̀chì,"arrive in order to take action, especially in response to a call",https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/654cf78af0e0bebe3b3145e1.mp3
ajụàlà,cobra; African elapid snake that can expand its neck into a hood,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/63529183f96563577ea0fb69.mp3
tịtaǹgwèrè,"paresthesia; pin-like cramp in the limbs when the stay in a bent position for long; ""falling asleep"" sensation; tingling limbs; numb limbs",https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/6362936e55657b310a336180.mp3
gwa,"tell; inform; say something to someone, especially giving a first hand information",https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5f90c35e49f7e863e92b791e.mp3
kwàsị,"unpack items from something like bag, sack, box, trunk of a car",https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/64770f3a6cba6233b68569ff.mp3
ndịnnùpùisī,persons who resist the system of government or politics in a nation or country and work towards changing it usually by force,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/632f88a958faf39994c08a30.mp3
wa ọhịā,"wade through the bush; walk through the bush; pass through a bush, especially one without a path",https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5f90c35f49f7e863e92b873d.mp3
ekwen̄sū,satan; devil; the malevolent spirits of those who have died a 'bad death' and cannot reincarnate; malevolent non-human spirits; (Christian usage) the devil,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/633540044890c52de2d25e87.mp3
nọpụ̀ta,withdraw (especially from fire); sit away from; sit out (on a chair),https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/644503d615913a599f51860b.mp3
wa,separate by having different parts or halves spread; parts of a thing detach from each other;,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5f90c35f49f7e863e92b8cbf.webm
ọsụ̀,squeaky sound made by sucking in air through the gaps between a clinched upper and lower teeth especially to show dissatisfaction,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5f90c35f49f7e863e92b81bd.webm
m̀kpọnàlà,"an implement, made of metal, pegged to the ground and lit with a gun powder to make a loud explosive sound for salutations; ground gun",https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/634569f53d8b1a7b9e1ef25c.mp3
g̣hụ,scoop out the inside of something; remove the inner content of a container or covering in order to make it empty,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5f90c35e49f7e863e92b78c5.webm
ọ̀mụmikpē,pass judgement; condemn; guilt over an action; consequences for a crime or for doing something bad,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/6360dd3d0c13115191b54450.mp3
kim̄bom̄,the job of mixing or carrying sand or cement to the plasterer in a building construction site,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/627119db5ba83193a45e3dd0.webm
kwụ ụgbà,traditional gymnastics of turning oneself around in the air; turn a somersault,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/63ed415f56d6cd7661ce638e.mp3
ngwọ̀,"palm tree, with threadlike ruffles all around its body, from which a type of palm wine is gotten; raffia palm",https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5f90c35f49f7e863e92b8239.webm
otuto,boil; abscess; outgrowth (with pus) on the skin due to infection of a hair follicle,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5f90c35e49f7e863e92b708d.webm
ezigbo,"good (usually used for describing something, someone or the quality of a thing);",https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/63ed830d4f7cf70088bd16cd.mp3
nwanēkù,babysitter; caregiver; someone employed to take care of young children; a nanny,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/63687228e07a021739eef1c6.mp3
àrị̀rị̀,grief; deep sorrow; heartache; great unhappiness caused by the death of a loved one;,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/62f6d469c2364d43de0ca32a.mp3
kụwàpụ̀,"knock off or hit out (teeth or anything fixed), especially resulting to a shatter or breakage",https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5f90c35f49f7e863e92b8a9d.mp3
ọ̀kiīkpē,someone who makes the ruling and sentences criminals in the court of law; a judge,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5f90c35e49f7e863e92b7a3f.webm
nkonko,rectangular and portable igbo musical instrument carved from the wood with a hollow center,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5f90c35f49f7e863e92b8295.webm
uchùchurū,"hiccups; an involuntary spasm of the diaphragm and respiratory organs, with a characteristic 'hic' sound",https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/636f011168b51a0939a32615.mp3
ǹdupụ̀,"link (website); the chain of words, letters, and even numbers that leads to a web page when clicked on",https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/64c9912e2a44e9122b1a55c7.mp3
àkpị̀rị̀,"violent writhing in pains by body twists, turning backwards and forwards as a result of great pain or discomfort, which often ends in death.",https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/62e5cb9842b322a6bd4d13ee.mp3
ọ̀chị̀chị̀,uptightness; over seriousness due to nervous feeling or intent to make others feel a certain way,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/64ef631bf5eb144a48727976.mp3
tịkọ isī,consider; take counsel; consult together; advise; confer; exchange opinions or have a conversation,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/635692597ebef8832610a0d9.mp3
kàgbù,"cancel; indicate that what is written is no longer applicable, especially by drawing a line on it;",https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/6407ed572b8beb773e2d4f50.mp3
ọ̀kiīwū,lawyer; someone who studied law and practicing also known as barrister or solicitor; a person who arbitrates in a court case,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5f90c35e49f7e863e92b7344.mp3
Agaba,"stubborn, reckless masquerade that moves about with an axe or matchet (machete), and a chain or rope round its waist, always ready to fight and destroy things",https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/6349694fcd4d0ffbba41949a.mp3
zọtọ̀,tread in any sort of filth; tread till it becomes soft and messy; match on to become a pulp,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/63edaa8fdc260d4bf6d99168.mp3
chiọma,good God; luck; arriving and meeting with luck; encountering luck at arrival (e.g. meeting a friend at table on arrival at his house); a female name [Chioma],https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/6088c6a38ea2d831246d73f6.mp3
nkwufè,pleonasm [figure of speech/thought in literature that uses more words than are necessary to convey a particular meaning],https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/634187ef96616cc1a933830b.mp3
ànyịnwà,first person plural pronoun equivalent of first person singular object pronoun which can be used as a subject; we precisely in particular,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5f90c35e49f7e863e92b71b3.webm
ǹgamkpụrụọkà,life imprisonment (literally imprisonment of grains of maize; from idea that each year was represented by a single grain of maize),https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/64ef636af5eb1472f5727b45.mp3
ǹkwụ̀chà,"hiding in readiness; not moving towards, hiding, or stepping away from something, especially danger, readiness for defense, attack or a planned action",https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/638b969cdf139e4be05cffae.mp3
